A002,R051,02-00-00,09-21-13,00:00:00,REGULAR,004282664,001465229
A002,R051,02-00-00,09-22-13,00:00:00,REGULAR,004283719,001465485
A002,R051,02-00-00,09-23-13,00:00:00,REGULAR,004284471,001465730
A002,R051,02-00-00,09-24-13,00:00:00,REGULAR,004286076,001466280
A002,R051,02-00-00,09-25-13,00:00:00,REGULAR,004287824,001466824
A002,R051,02-00-00,09-26-13,00:00:00,REGULAR,004289492,001467430
A002,R051,02-00-00,09-27-13,00:00:00,REGULAR,004291195,001467969
A002,R051,02-00-01,09-21-13,00:00:00,REGULAR,004032257,000877840
A002,R051,02-00-01,09-22-13,00:00:00,REGULAR,004033170,000878057
A002,R051,02-00-01,09-23-13,00:00:00,REGULAR,004033785,000878178
A002,R051,02-00-01,09-24-13,00:00:00,REGULAR,004035057,000878508
A002,R051,02-00-01,09-25-13,00:00:00,REGULAR,004036442,000878836
A002,R051,02-00-01,09-26-13,00:00:00,REGULAR,004037670,000879149
A002,R051,02-00-01,09-27-13,00:00:00,REGULAR,004038989,000879471
A002,R051,02-03-00,09-21-13,00:00:00,REGULAR,000185527,000642666
A002,R051,02-03-00,09-22-13,00:00:00,REGULAR,000186072,000644195
A002,R051,02-03-00,09-23-13,00:00:00,REGULAR,000186511,000645277
A002,R051,02-03-00,09-24-13,00:00:00,REGULAR,000187185,000647588
A002,R051,02-03-00,09-25-13,00:00:00,REGULAR,000187814,000650036
A002,R051,02-03-00,09-26-13,00:00:00,REGULAR,000188481,000652436
A002,R051,02-03-00,09-27-13,00:00:00,REGULAR,000189129,000654869
A002,R051,02-03-01,09-21-13,00:00:00,REGULAR,003915597,006107156
A002,R051,02-03-01,09-22-13,00:00:00,REGULAR,003916955,006108872
A002,R051,02-03-01,09-23-13,00:00:00,REGULAR,003917944,006110148
A002,R051,02-03-01,09-24-13,00:00:00,REGULAR,003919496,006112391
A002,R051,02-03-01,09-25-13,00:00:00,REGULAR,003921008,006114735
A002,R051,02-03-01,09-26-13,00:00:00,REGULAR,003922465,006117171
A002,R051,02-03-01,09-27-13,00:00:00,REGULAR,003923939,006119599
A002,R051,02-03-02,09-21-13,00:00:00,REGULAR,003648707,005031496
A002,R051,02-03-02,09-22-13,00:00:00,REGULAR,003650046,005032683
A002,R051,02-03-02,09-23-13,00:00:00,REGULAR,003651183,005033712
A002,R051,02-03-02,09-24-13,00:00:00,REGULAR,003652639,005035772
A002,R051,02-03-02,09-25-13,00:00:00,REGULAR,003654114,005037938
A002,R051,02-03-02,09-26-13,00:00:00,REGULAR,003655620,005040062
A002,R051,02-03-02,09-27-13,00:00:00,REGULAR,003657182,005042090
A002,R051,02-03-03,09-21-13,00:00:00,REGULAR,003321426,004154449
A002,R051,02-03-03,09-22-13,00:00:00,REGULAR,003322473,004155298
A002,R051,02-03-03,09-23-13,00:00:00,REGULAR,003323296,004156012
A002,R051,02-03-03,09-24-13,00:00:00,REGULAR,003324650,004157582
A002,R051,02-03-03,09-25-13,00:00:00,REGULAR,003326120,004159305
A002,R051,02-03-03,09-26-13,00:00:00,REGULAR,003327607,004160960
A002,R051,02-03-03,09-27-13,00:00:00,REGULAR,003328994,004162647
A002,R051,02-03-04,09-21-13,00:00:00,REGULAR,004236962,002528932
A002,R051,02-03-04,09-22-13,00:00:00,REGULAR,004238089,002529338
A002,R051,02-03-04,09-23-13,00:00:00,REGULAR,004239023,002529699
A002,R051,02-03-04,09-24-13,00:00:00,REGULAR,004240650,002530510
A002,R051,02-03-04,09-25-13,00:00:00,REGULAR,004242509,002531347
A002,R051,02-03-04,09-26-13,00:00:00,REGULAR,004244261,002532111
