A002,R051,02-00-00,04-06-13,00:00:00,REGULAR,004064113,001398841
A002,R051,02-00-00,04-07-13,00:00:00,REGULAR,004065130,001399122
A002,R051,02-00-00,04-08-13,00:00:00,REGULAR,004066058,001399295
A002,R051,02-00-00,04-09-13,00:00:00,REGULAR,004067732,001399809
A002,R051,02-00-00,04-10-13,00:00:00,REGULAR,004069343,001400382
A002,R051,02-00-00,04-11-13,00:00:00,REGULAR,004070955,001400969
A002,R051,02-00-00,04-12-13,00:00:00,REGULAR,004072605,001401597
A002,R051,02-00-01,04-06-13,00:00:00,REGULAR,003862040,000837853
A002,R051,02-00-01,04-07-13,00:00:00,REGULAR,003863115,000838025
A002,R051,02-00-01,04-08-13,00:00:00,REGULAR,003863837,000838140
A002,R051,02-00-01,04-09-13,00:00:00,REGULAR,003865085,000838412
A002,R051,02-00-01,04-10-13,00:00:00,REGULAR,003866437,000838704
A002,R051,02-00-01,04-11-13,00:00:00,REGULAR,003867704,000839002
A002,R051,02-00-01,04-12-13,00:00:00,REGULAR,003869007,000839333
A002,R051,02-03-00,04-06-13,00:00:00,REGULAR,000090601,000319940
A002,R051,02-03-00,04-07-13,00:00:00,REGULAR,000091223,000321440
A002,R051,02-03-00,04-08-13,00:00:00,REGULAR,000091697,000322592
A002,R051,02-03-00,04-09-13,00:00:00,REGULAR,000092267,000324888
A002,R051,02-03-00,04-10-13,00:00:00,REGULAR,000092833,000327151
A002,R051,02-03-00,04-11-13,00:00:00,REGULAR,000093478,000329536
A002,R051,02-03-00,04-12-13,00:00:00,REGULAR,000094085,000331918
A002,R051,02-03-01,04-06-13,00:00:00,REGULAR,003693051,005767057
A002,R051,02-03-01,04-07-13,00:00:00,REGULAR,003694509,005768732
A002,R051,02-03-01,04-08-13,00:00:00,REGULAR,003695652,005770048
A002,R051,02-03-01,04-09-13,00:00:00,REGULAR,003697021,005772339
A002,R051,02-03-01,04-10-13,00:00:00,REGULAR,003698383,005774792
A002,R051,02-03-01,04-11-13,00:00:00,REGULAR,003699838,005777299
A002,R051,02-03-01,04-12-13,00:00:00,REGULAR,003701286,005779664
