A002,R051,02-00-00,09-14-13,00:00:00,REGULAR,004273565,001462170
A002,R051,02-00-00,09-15-13,00:00:00,REGULAR,004274528,001462444
A002,R051,02-00-00,09-16-13,00:00:00,REGULAR,004275231,001462641
A002,R051,02-00-00,09-17-13,00:00:00,REGULAR,004276273,001463125
A002,R051,02-00-00,09-18-13,00:00:00,REGULAR,004277743,001463634
A002,R051,02-00-00,09-19-13,00:00:00,REGULAR,004279418,001464155
A002,R051,02-00-00,09-20-13,00:00:00,REGULAR,004281065,001464695
A002,R051,02-00-01,09-14-13,00:00:00,REGULAR,004023868,000875997
A002,R051,02-00-01,09-15-13,00:00:00,REGULAR,004024582,000876200
A002,R051,02-00-01,09-16-13,00:00:00,REGULAR,004025138,000876356
A002,R051,02-00-01,09-17-13,00:00:00,REGULAR,004026748,000876639
A002,R051,02-00-01,09-18-13,00:00:00,REGULAR,004028067,000876937
A002,R051,02-00-01,09-19-13,00:00:00,REGULAR,004029508,000877241
A002,R051,02-00-01,09-20-13,00:00:00,REGULAR,004030890,000877553
A002,R051,02-03-00,09-14-13,00:00:00,REGULAR,000181427,000628157
A002,R051,02-03-00,09-15-13,00:00:00,REGULAR,000181806,000629617
A002,R051,02-03-00,09-16-13,00:00:00,REGULAR,000182144,000630772
A002,R051,02-03-00,09-17-13,00:00:00,REGULAR,000182864,000632925
A002,R051,02-03-00,09-18-13,00:00:00,REGULAR,000183546,000635308
A002,R051,02-03-00,09-19-13,00:00:00,REGULAR,000184181,000637755
A002,R051,02-03-00,09-20-13,00:00:00,REGULAR,000184830,000640245
A002,R051,02-03-01,09-14-13,00:00:00,REGULAR,003905797,006092445
A002,R051,02-03-01,09-15-13,00:00:00,REGULAR,003906926,006094153
A002,R051,02-03-01,09-16-13,00:00:00,REGULAR,003907877,006095453
A002,R051,02-03-01,09-17-13,00:00:00,REGULAR,003909397,006097699
A002,R051,02-03-01,09-18-13,00:00:00,REGULAR,003910908,006100078
A002,R051,02-03-01,09-19-13,00:00:00,REGULAR,003912457,006102456
A002,R051,02-03-01,09-20-13,00:00:00,REGULAR,003914034,006104796
A002,R051,02-03-02,09-14-13,00:00:00,REGULAR,003639108,005019279
A002,R051,02-03-02,09-15-13,00:00:00,REGULAR,003640224,005020430
A002,R051,02-03-02,09-16-13,00:00:00,REGULAR,003641096,005021396
A002,R051,02-03-02,09-17-13,00:00:00,REGULAR,003642570,005023366
